MS_ID,Location,Collection,Reference,Headnote,MS_Date,Folia,Place_of_production,Produced_for,Notes,MS_Sources,F_%,L_%,E_%,O_%,F_Sides,L_Sides,E_Sides,O_Sides,total_sides_English,total_sides_French,total_sides_Latin,total_sides_Other,percentage_English,percentage_French,percentage_Latin,percentage_Other
692,Nottingham,University Library,MiLM3,"Robert of Gretham, Mirur",s.xiii (med),101,,,"was preserved in a document box  as loose leaves for awhile; 'petteworth' on fol. 50, perhaps, as identified by Hanna and Turville-Petre, 'Richart Petteworth', a clerk in Dorset","Hanna, Ralph, and Turville-Petre, Thorlac. The Wollaton Medieval Manuscripts: Texts, Owners and Readers. Manuscript Culture in the British Isles (York: University of York, York Medieval Press, 2010).",,,,,,,,,,202.0,,,,100.0,,
693,Nottingham,University Library,MiLM4,Manuel des péchés etc.,s.xiii (ex),171,,,"with 2,181 lines [~12 folios] missing from the beginning; in the collection of the Willoughbys of Willoughby-on-the-Wolds by the sixteenth century","Hanna, Ralph, and Turville-Petre, Thorlac. The Wollaton Medieval Manuscripts: Texts, Owners and Readers. Manuscript Culture in the British Isles (York: University of York, York Medieval Press, 2010).",,,,,,,,,7.5,3.0,3.5,,53.57142857142857,21.428571428571427,25.0,
694,Nottingham,University Library,MiLM8,Confessio Amantis etc.,s.xvi (in),i+205+ii,,,,"Hanna, Ralph, and Turville-Petre, Thorlac. The Wollaton Medieval Manuscripts: Texts, Owners and Readers. Manuscript Culture in the British Isles (York: University of York, York Medieval Press, 2010).",,,,,,,,,400.0,5.2,4.8,,97.56097560975611,1.2682926829268295,1.1707317073170733,
695,Nottingham,University Library,Oakham Parish Libr. BX 1756 S4,,s.xiii (ex),1,,,,"Hanna, Ralph, and Turville-Petre, Thorlac. The Wollaton Medieval Manuscripts: Texts, Owners and Readers. Manuscript Culture in the British Isles (York: University of York, York Medieval Press, 2010).",,,,,,,,,,2.0,,,,100.0,,
696,Paris,Archives Nationales,"AB XIX 1734, dossier Orne",The Orne Psalter,s.xii (2),2,,,,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,4.0,,,,100.0,,
697,Paris,Bibliothèque de l'Arsenal,3346,Brut etc.,s.xv,156,,,inscription by Guyon de Sardière on f. 156r,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc840538,,,,,,,,,,146.5,0.5,,,99.65986394557824,0.3401360544217687,
698,Paris,Bibliothèque de l'Arsenal,5214,Prose Apocalypse,s.xiv (in),36,,,,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,72.0,,,,100.0,,
699,Paris,Bibliothèque Mazarine,54,Quatre Livre des Reis,s.xiii,204,,,"""Ci commance li livres des Machabeus"" ff.155r-195r added in the thirteenth century. Other notes added to f. 194v in the 14th c include a couplet of a song by Raoul de Soissons and the inscription ""Madame suer Blanche, fille de roy de France.""; manuscript was at Longchamps",https://archive.org/details/cataloguedesman01mazagoog,,,,,,,,,,389.0,,,,100.0,,
699a,Paris,Bibliothèque Mazarine,54,Quatre Livre des Reis,s.xii (2),204,,,"""Ci commance li livres des Machabeus"" ff.155r-195r added in the thirteenth century. Other notes added to f. 194v in the 14th c include a couplet of a song by Raoul de Soissons and the inscription ""Madame suer Blanche, fille de roy de France.""; manuscript was at Longchamps",https://archive.org/details/cataloguedesman01mazagoog,,,,,,,,,,308.0,,,,100.0,,
7,Ann Arbour,Univ. of Michigan Libr.,234,Li quatre livre des reis,s.xiii (in),1,,,fragment of a leaf,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,2.0,,,,100.0,,
70,Cambridge,Emmanuel Coll.,83,Miscellanea,s.xii (ex),215,,,end points for Latin tracts are based on James' entries and therefore approximate,"James, M.R. ""The Western manuscripts in the Library of Emmanuel College: A Descriptive Catalogue."" Cambridge: Cambridge UP, 1904. ; https://archive.org/stream/westernmanuscrip00emmauoft#page/n0/mode/2up",,,,,,,,,,3.0,422.0,,,0.7058823529411765,99.29411764705883,
700,Paris,Bibliothèque Mazarine,1716,Saints' lives,s.xiii (ex),368,,,"foliation based on catalogue and therefore approximate; contains inscriptions including ""Madame Ysabus, fille le roy de France, est bonne dame""; ""Madame de Navarre"" and ""Marguerite escrit bien"" (reference to Isabelle, daughter of Philip IV and wife of Edward II); perhaps came from Longchamps",https://archive.org/stream/cataloguedesmanu02pari#page/194/mode/1up,,,,,,,,,,736.0,,,,100.0,,
701,Paris,Bibliothèque Mazarine,1860,Chronicles of England,s.xv (1),108,,,"15th C inscription: ""A M e Jehan Laloyau""",https://archive.org/stream/cataloguedesmanu02pari#page/266/mode/1up,,,,,,,,,,215.0,,,,100.0,,
702,Paris,Bibliothèque Nationale,franç. 1,The Anglo-Norman Bible,s.xiv,436,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc717045,,,,,,,,,,872.0,,,,100.0,,
703,Paris,Bibliothèque Nationale,franç. 400,Bible,s.xiv,64,,,Latin captions throughout,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc50432f,,,,,,,,,,94.5,13.5,,,87.5,12.5,
704,Paris,Bibliothèque Nationale,franç. 898,"Genesis, Exodus, etc.",s.xiv (1),218,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc51152g,,,,,,,,,,435.0,,,,100.0,,
705,Paris,Bibliothèque Nationale,franç. 902,Bible etc,s.xiv,162,,,languages not verified; added on 96 v: Latin prose text on a vision that appeared in 1347; Latin prayer to the Virgin also added later (on f. 162),http://gallica.bnf.fr/ark:/12148/bpt6k140533v/,,,,,,,,,,207.0,19.0,,,91.5929203539823,8.4070796460177,
706,Paris,Bibliothèque Nationale,franç. 1416,Roman d'Eneas etc.,s.xiii (ex),184,,,,http://gallica.bnf.fr/ark:/12148/bpt6k140665z ; http://www.europeana.eu/portal/en/record/9200365/BibliographicResource_1000056025358.html,,,,,,,,,,368.0,,,,100.0,,
707b,Paris,Bibliothèque Nationale,franç. 1420,"Histoire des ducs de Normandie, by Benoît",s.xiii (in),ii+59+ii,Continent,,from the collection of Jean-Baptiste Hautin; bound with works of Chrétien de Troyes from the mid-thirteenth century,http://gallica.bnf.fr/ark:/12148/btv1b10549440j.r,,,,,,,,,,3.0,,,,100.0,,
708,Paris,Bibliothèque Nationale,franç. 1669,Gui de Warwic,s.xiii,102,,,spherical diagram on f. 100v; French notes on fol. 102v apparently added later,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc46519m,,,,,,,,,,201.0,,,,100.0,,
709,Paris,Bibliothèque Nationale,franç. 2169,"Protheselaus, by Hue de Rotelande",s.xiii (in),90,,,,http://gallica.bnf.fr/ark:/12148/bpt6k1404749,,,,,,,,,,180.0,,,,100.0,,
71,Cambridge,Emmanuel Coll.,106,Devotions etc.,s.xiv,196,Worcestershire (?),,"Of the kalendar: ""The importance attached to Wulstan and his tradition points to Worcester""; end points for Latin tracts are based on James' entries and therefore approximate","James, M.R. ""The Western manuscripts in the Library of Emmanuel College: A Descriptive Catalogue."" Cambridge: Cambridge UP, 1904. ; https://archive.org/stream/westernmanuscrip00emmauoft#page/n0/mode/2up",,,,,,,,,1.5,336.33333333333337,37.166666666666664,,0.4,89.6888888888889,9.911111111111111,
710,Paris,Bibliothèque Nationale,franç. 2495,Chanson d'Aspremont,s.xiii,135,,,"""Dame resplandisans roine glorieuse"" (Rutebeuf) added in a different hand",http://archivesetmanuscrits.bnf.fr/ark:/12148/cc49066g,,,,,,,,,,270.0,,,,100.0,,
711,Paris,Bibliothèque Nationale,franç. 6276,Compileison,s.xiii / xiv,134,,,note on f. 132v records that the MS was purchased in England; endleaves made from Latin texts (ff. 1r-2 and ff. 133r-134v),http://archivesetmanuscrits.bnf.fr/ark:/12148/cc56141q ; http://www.europeana.eu/portal/en/record/9200365/BibliographicResource_1000055755143.html,,,,,,,,,,260.0,,,,100.0,,
712,Paris,Bibliothèque Nationale,franç. 9562,Old Testament etc.,s.xiv (2),241,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc570975,,,,,,,,,,484.0,,,,100.0,,
713,Paris,Bibliothèque Nationale,franç. 9574,Apocalypse of S. Jean,s.xiii,66,,,"On the verso of f. 1: ""Cest livre est madame Blanche de France, s[ereur] meneur à  Loncchamp.""; owned by Longchamp",http://archivesetmanuscrits.bnf.fr/ark:/12148/cc57103h,,,,,,,,,,130.0,,,,100.0,,
714,Paris,Bibliothèque Nationale,franç. 9687,"Les cronicles, by Trevet",s.xiv (med),114,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc57198k,,,,,,,,,,227.0,,,,100.0,,
715a,Paris,Bibliothèque Nationale,franç. 12154,Pierre de Langtoft,s.xiii / xiv,38,,,composite MS,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc433470 ; http://www.europeana.eu/portal/en/record/9200365/BibliographicResource_2000081551703.html,,,,,,,,,,75.0,,,,100.0,,
715b,Paris,Bibliothèque Nationale,franç. 12154,Pierre de Langtoft,s.xiv (ex),2,,,composite MS,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc433470,,,,,,,,,,3.0,,,,100.0,,
715c,Paris,Bibliothèque Nationale,franç. 12154,Pierre de Langtoft,s.xiv (ex),68,,,composite MS,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc433470,,,,,,,,,,135.0,,,,100.0,,
716,Paris,Bibliothèque Nationale,franç. 12156,Chronicle of England,s.xv (2),126,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc43349g ; http://www.europeana.eu/portal/en/record/9200365/BibliographicResource_2000081595253.html,,,,,,,,,,247.0,,,,100.0,,
717,Paris,Bibliothèque Nationale,franç. 13316,Psalter commentary,s.xiii,74,,,"Marmoutier, Abbaye de, diocèse de Tours; recent French insertions",http://www.europeana.eu/portal/en/record/9200365/BibliographicResource_2000081595317.html,,,,,,,,,,129.5,18.5,,,87.5,12.5,
718,Paris,Bibliothèque Nationale,franç. 13342,Miroir de Seinte Eglise etc,s.xiv (in),53,,,dated to 1267,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc44177d/cd0e73 ; https://arlima.net/no/7055,,,,,,,,,,96.0,7.0,,,93.20388349514563,6.796116504854369,
719a,Paris,Bibliothèque Nationale,franç. 13505,Fragment des Voeux du paon,s.xiv (ex),3,,,Owned by the Abbey of Saint-Évroult,https://www.arlima.net/mss/france/paris/bibliotheque_nationale_de_france/francais/13505.html,,,,,,,,,,6.0,,,,100.0,,
719b,Paris,Bibliothèque Nationale,franç. 13505,Life of St Francis of Assisi,s.xiii,58,,,Owned by the Abbey of Saint-Évroult,https://www.arlima.net/mss/france/paris/bibliotheque_nationale_de_france/francais/13505.html,,,,,,,,,,115.0,,,,100.0,,
72,Cambridge,Emmanuel Coll.,232,Chronicle roll,s.xiii (ex),6 membranes,,,,"James, M.R. ""The Western manuscripts in the Library of Emmanuel College: A Descriptive Catalogue."" Cambridge: Cambridge UP, 1904. ; https://archive.org/stream/westernmanuscrip00emmauoft#page/n0/mode/2up",,,,,,,,,,1.0,1.0,,,50.0,50.0,
720,Paris,Bibliothèque Nationale,franç. 14640,Chronicles of England,s.xiv (1),49,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc45201t ; http://www.europeana.eu/portal/en/record/9200365/BibliographicResource_2000081596029.html,,,,,,,,,,97.0,,,,100.0,,
721a,Paris,Bibliothèque Nationale,franç. 14959,Manuel des péchés etc.,s.xiii (ex),i+64,,,Les Voeux du paon (30 lines) copied in a later hand on f. 64r ; owned by the Abbey of Saint-Évroult,https://openaccess.leidenuniv.nl/bitstream/handle/1887/50536/MurchisonPQ95_2W24424.pdf?sequence=1,,,,,,,,,,124.0,,,,100.0,,
722,Paris,Bibliothèque Nationale,franç. 14969,Bestiaire divin etc,s.xiii (ex),85,,,,https://arlima.net/no/2912,,,,,,,,,,1440.0,,,,100.0,,
723,Paris,Bibliothèque Nationale,franç. 19525,Saints' lives etc,s.xiii,204,,,"see description for contents; contains the name of ""Philippes Desportes"" (f.1) (1546-1606?)",http://archivesetmanuscrits.bnf.fr/ark:/12148/cc54430h,100.0,0.0,0.0,0.0,,,,,,,,,,,,
724,Paris,Bibliothèque Nationale,franç. 24364,Roman de toute chevalerie,s.xiv (in),87,,,Written c. 1310,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc13601x,,,,,,,,,,173.0,,,,100.0,,
725,Paris,Bibliothèque Nationale,franç. 24387,Renaut de Montauban,s.xiii,i+77,,,"owned by Louis César de La Baume Le Blanc, duc de La Vallière (1708-1780)",http://archivesetmanuscrits.bnf.fr/ark:/12148/cc53208b ; https://www.arlima.net/mss/france/paris/bibliotheque_nationale_de_france/francais/24387.html,,,,,,,,,,53.0,,,,100.0,,
726,Paris,Bibliothèque Nationale,franç. 24429,La conception notre Dame,s.xiv,161,,,"contents similar to those of BAV, Reg. lat. 1682 ; owned by Louis César de La Baume Le Blanc, duc de La Vallière (1708-1780); see catalogue for description of contents",https://www.arlima.net/mss/france/paris/bibliotheque_nationale_de_france/francais/24429.html,100.0,0.0,0.0,0.0,,,,,,,,,,,,
727,Paris,Bibliothèque Nationale,franç. 24766,Latin religious texts with Angier's French translations,s.xiii (in),182,Oxfordshire,brother Angier at the priory of Saint-Frideswide in Oxford,"c. 1212-1214; probably the autograph copy of brother Angier, who was an Austinian canon at the priory of Saint-Frideswide in Oxford from c. 1212 til 1214 ; Fragment of gregorian music on f. 1v in Latin ",https://arlima.net/no/5194,,,,,,,,,,171.5,169.5,,,50.29325513196481,49.70674486803519,
728,Paris,Bibliothèque Nationale,franç. 24862,Biblical commentaries etc.,s.xiii,150,,,"""Ex-libris de Thierry Constans (XVe siècle); Couvent des dominicains de la rue Saint-Jacques à Paris, n ° 5""; Latin on end fly leaf",http://archivesetmanuscrits.bnf.fr/ark:/12148/cc53421d ; https://arlima.net/no/4733,,,,,,,,,,291.0,7.0,,,97.6510067114094,2.348993288590604,
729,Paris,Bibliothèque Nationale,franç. 25407,L'ymage du mounde etc,s.xiii,244,,,"see catalogue for description of contents ; owned by the cathedral chapter of Notre-Dame de Paris, N 5",https://arlima.net/no/506,100.0,0.0,0.0,0.0,,,,,,,,,,,,
73,Cambridge,Fitzwilliam Museum,1 slash 7 slash 1953,Roll of Indulgenced Prayers,s.xiv (med),3 membranes,,,,"f. Wormwald and P. M. Giles, ""A descriptive catalogue of the additional illuminated manuscripts in the Fitzwilliam Museum acquired between 1895 and 1979 (excluding the McClean Collection)."" Cambridge: Cambridge UP, 1982. Vol. II.",,,,,,,,,,0.42857142857142855,0.5714285714285714,,,42.85714285714287,57.14285714285715,
730,Paris,Bibliothèque Nationale,nov. acq. franç. 1415,Roman de Brut,s.xiv,109,,,"in Milan in 1521: "" Este libro costo 36 quatrines en Milan a 31 de enero de 1521, y el ducado de oro vale 440 quatrines""",https://arlima.net/no/7474,,,,,,,,,,218.0,,,,100.0,,
731b,Paris,Bibliothèque Nationale,nov. acq. franç. 4267,Brut,s.xiv (med),5,,,bound with 2 other parts,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc402337,,,,,,,,,,11.0,,,,100.0,,
732,Paris,Bibliothèque Nationale,nov. acq. franç. 4503,Vie de Seint Alexis etc.,s.xii,74,,,see description for contents,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc40393n,100.0,0.0,0.0,0.0,,,,,,11.0,,,,100.0,,
733b,Paris,Bibliothèque Nationale,nov. acq. franç. 4532,Roman de Beuve de Hantonne.,s.xiv,14,,,"added in the 16th C: ff. 1-68, containing an English catalogue of manors (fol. 1 has ""This book is cald in Peter le Neves catalogue : An account of several mannors in divers counties."")",http://archivesetmanuscrits.bnf.fr/ark:/12148/cc404174,,,,,,,,,,28.0,,,,100.0,,
734b,Paris,Bibliothèque Nationale,nov. acq. franç. 5094,Chanson d'Aspremont,s.xiii (med),2,,,bound with other fragments; 3 lines added on the bottom of fol. 8r in French,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc407695,,,,,,,,,,4.0,,,,100.0,,
735a,Paris,Bibliothèque Nationale,nov. acq. franç. 5237,Poème Anglo-Normand sur l'ancien testament (Dean no. 462),s.xiii (2),4,,,bound with other fragments,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc40830j,,,,,,,,,,8.0,,,,100.0,,
736,Paris,Bibliothèque Nationale,nov. acq. franç. 7515,Cautionary Tales etc,s.xiii (ex),159,,,foliation of first tract approximate,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc41500j,,,,,,,,,,8.0,,,,100.0,,
737,Paris,Bibliothèque Nationale,nov. acq. franç. 10176,"""Jesus"" from the Lexicon of Suidas etc",s.xiii (ex),5,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc41500j,,,,,,,,,,10.0,,,,100.0,,
738,Paris,Bibliothèque Nationale,nov. acq. franç. 10061,Lumere as lais,s.xiv (1),81,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc4656g,,,,,,,,,,157.0,,,,100.0,,
739b,Paris,Bibliothèque Nationale,nov. acq. franç. 11198,"Miroir or evagiles des domnees,",s.xiv (in),2,,,bound with other fragments; dated to s.xiii in the catalogue,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc5230f,,,,,,,,,,4.0,,,,100.0,,
74,Cambridge,Fitzwilliam Museum,48,Horae (Carew-Poyntz),s.xiv (med),190,,,"end points for Latin tracts are based on James' entries and therefore approximate; Includes captions in AN (Dean no. 464); inscription: ""M. tomysyn (possibly 'my cowysyn') Carwe I pray you Remember your suster Elizabeth Poyntz""","James, M.R. ""A descriptive catalogue of the manuscripts in the Fitzwilliam Museum."" Cambridge: Cambridge UP, 1895.",,,,,,,,,2.0,38.0,340.0,,0.5263157894736842,10.0,89.47368421052632,
740,Paris,Bibliothèque Nationale,Franç. 13513,Life of St. Thomas of Canterbury,s.xiii (1),98,,,,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc443023,,,,,,,,,,196.0,,,,100.0,,
741,Paris,Bibliothèque Nationale,Hebrew 113,Hebrew Psalms,s.xiii (med),138,,,"This manuscript, rather remarkably, contains Greek, French, Latin, Hebrew, and even a Runic alphabet on fol. 137v. Acquired by Nicolas Le Fèvre for Louis XIII who left it then to Jacques Auguste de Thou according to the ex-libris at the beginning of the manuscrit; psalter text in Hebrew; inscription on 138v",http://archivesetmanuscrits.bnf.fr/ark:/12148/cc54235,,,,,,,,,,3.333333333333333,130.58333333333331,131.08333333333331,,1.257861635220126,49.27672955974843,49.46540880503145
742,Paris,Bibliothèque Nationale,lat. 768,Psalter etc.,s.xii (ex),124,,,Most of the French in the MS has been erased ; additions on 1r-3v,http://archivesetmanuscrits.bnf.fr/ark:/12148/cc622228,,,,,,,,,,56.75,190.25,,,22.975708502024293,77.02429149797571,
743,Paris,Bibliothèque Nationale,lat. 770,Psalter,s.xiii,249,Kent,Canterbury,"From Canterbury, based on calendar",http://archivesetmanuscrits.bnf.fr/ark:/12148/cc622250,,,,,,,,,,1.0,494.0,,,0.20202020202020202,99.79797979797979,
